exchangeId,rank,baseSymbol,baseId,quoteSymbol,quoteId,priceQuote,priceUsd,volumeUsd24Hr,percentExchangeVolume,tradesCount24Hr,updated
bibox,40,AVAX,avalanche,USDT,tether,45.8214000000000000,45.8852027681211092,1493488.0662501604476516,0.6814175543999718,,1733791406492
bibox,41,UNI,uniswap,USDT,tether,16.0528000000000000,16.0751522868374720,1471799.9983624491366236,0.6715221755792954,,1733787860660
bibox,42,OMG,omg,USDT,tether,0.4670000000000000,0.4676502615090887,1432846.0814399862690387,0.6537490956307890,,1733797028161
bibox,43,MBOX,mobox,USDT,tether,0.2568890000000000,0.2572466981344931,1425851.8664745181784591,0.6505579212488716,,1733791393341
bibox,44,BSV,bitcoin-sv,ETH,ethereum,0.0197934900000000,72.2137831638375514,1339217.8238956863721671,0.6110303490131773,,1733787810087
bibox,45,XRP,xrp,USDT,tether,2.1337100000000000,2.1366810267335283,1329546.2647280541176854,0.6066176119152575,,1733799843544
bibox,46,ETH,ethereum,USDC,usd-coin,3631.6500000000000000,3632.0886732087710683,1327271.6213886099653345,0.6055797851414635,,1733801171085
bibox,47,SXP,swipe,USDT,tether,0.4031700000000000,0.4037313831533604,1321848.7504629535988599,0.6031055508121156,,1733767291267
bibox,48,DOGE,dogecoin,USDT,tether,0.4066080000000000,0.4071741703033995,1309539.7489521718425696,0.5974894565853691,,1733797011532
bibox,49,YFI,yearn-finance,USDT,tether,10448.4300000000000000,10462.9786335319226570,1295928.8495442922759471,0.5912793595666576,,1733787841788
bibox,50,TRB,tellor,USDT,tether,73.0030000000000000,73.1046510512805225,1284623.4390870113408177,0.5861211629132148,,1733791797890
bibox,51,XEC,ecash,USDT,tether,0.0000450600000000,0.0000451227425773,1259609.1291310900112431,0.5747081558056564,,1733791762562
bibox,52,PHA,phala-network,USDT,tether,0.1685180000000000,0.1687526483275987,1235130.6429162805123162,0.5635396231679708,,1733787855607
bibox,53,ZEN,horizen,USDT,tether,15.4091000000000000,15.4305559841963577,1230278.3474352566756799,0.5613257190902455,,1733767284908
bibox,54,BAT,basic-attention-token,USDT,tether,0.2723000000000000,0.2726791567642931,1200271.2645389335162542,0.5476347137826310,,1733797031924
