id,rank,symbol,name,supply,maxSupply,marketCapUsd,volumeUsd24Hr,priceUsd,changePercent24Hr,vwap24Hr,explorer
nkn,210,NKN,NKN,781813310.3061867000000000,1000000000.0000000000000000,81560110.4648467445513237,7363129.0727553829921640,0.1043217215538385,-20.1479493562946381,0.1182817586133323,https://neotracker.io/asset/c36aee199dbba6c3f439983657558cfb67629599
lto-network,211,LTO,LTO Network,434294409.4729523000000000,500000000.0000000000000000,78955792.7192559468124582,5524442.3056980972335279,0.1818024616413426,-16.0838588357573825,0.1980948465172945,https://etherscan.io/token/0x3db6ba6ab6f95efed1a6e794cad492faaabf294d
uquid-coin,212,UQC,Uquid Coin,10000000.0000000000000000,,76717682.7075589600000000,389853.6229359001143644,7.6717682707558960,-7.3756475788880085,7.4490427661869680,https://etherscan.io/token/0xd01db73e047855efb414e6202098c4be4cd2423b
quarkchain,213,QKC,QuarkChain,7067312220.0000000000000000,,74471376.1247017961892180,288408.4012316898193616,0.0105374396668019,-21.1261775222965057,0.0119965030675035,https://etherscan.io/token/0xea26c4ac16d4a5a106820bc8aee85fd0b7b2b664
radicle,214,RAD,Radworks,49829110.5663456500000000,99999620.0000000000000000,73622000.0544241101480352,16215566.0383529866256952,1.4774897488165897,-19.0713949754503202,1.6734642235451995,https://etherscan.io/token/0x31c8eacbffdd875c74b94b077895bd78cf1e64a3
wazirx,215,WRX,WazirX,381856872.3419691000000000,,73418947.9789785483647918,2067946.2220828343295152,0.1922682379099066,-17.6585112432995101,0.2229845892650145,https://explorer.binance.org/asset/WRX-ED1
badger-dao,216,BADGER,Badger DAO,20291081.9606134300000000,21000000.0000000000000000,71222968.1579328990988960,12343142.6801879987805719,3.5100626125399437,-22.4487880363254489,4.0808207592875151,https://blockscout.com/xdai/mainnet/tokens/0xdfc20AE04ED70bd9c7D720F449eEDAe19F659D65/token-transfers
star-atlas-polis,217,POLIS,Star Atlas DAO,269322919.4867000000000000,,70022381.4642671617849694,674999.3194844144300615,0.2599941423393232,-11.5695846938469588,0.2813517424424557,https://explorer.solana.com/address/poLisWXnNRwC6oBu1vHiuKQzFjGL4XDSu4g9qjz9qVk
rsk-infrastructure-framework,218,RIF,Rootstock Infrastructure Framework,1000000000.0000000000000000,1000000000.0000000000000000,69318429.5985283000000000,34609343.7947659747277916,0.0693184295985283,-19.5750306799334258,0.0785298959929575,https://explorer.rsk.co/address/0x2acc95758f8b5f583470ba265eb685a8f45fc9d5
bifrost,219,BFC,Bifrost,1386638564.0000000000000000,,69178846.3653487320198764,543955.1281767979156790,0.0498896022088051,-9.1639758267175074,0.0538465148119476,https://etherscan.io/token/0x0c7D5ae016f806603CB1782bEa29AC69471CAb9c
swipe,220,SXP,SXP,194568788.6091759500000000,,67576374.8963953874502238,18650391.3979095224514030,0.3473135407762335,-19.6348538424722534,0.3882583753907708,https://etherscan.io/token/0x8ce9137d39326ad0cd6491fb5cc0cba0e089b6a9
rarible,221,RARI,RARI,24712053.0039532300000000,,66243555.3422975428148960,1873228.5583646092797127,2.6806172409755048,-16.4241079889019571,2.9291414923474913,https://etherscan.io/token/0xfca59cd816ab1ead66534d82bc21e7515ce441cf
moviebloc,222,MBL,MovieBloc,18121887214.0000000000000000,30000000000.0000000000000000,64702610.4374240643170360,5893491.2770300300283796,0.0035704123788740,-16.1685533087329831,0.0039309446368823,https://explorer.ont.io/token/detail/oep4/e5a49d7fd57e7178e189d3965d1ee64368a1036d/MovieBloc/10/1
bluzelle,223,BLZ,Bluzelle,452615598.7291440000000000,,63614154.6016878748312483,6706439.5409832244654746,0.1405478617623961,-26.8457881453297163,0.1570862023062883,https://etherscan.io/token/0x5732046a883704404f284ce41ffadd5b007fd668
certik,224,CTK,Shentu,80555350.6902500000000000,,63193484.2078162272192967,5622627.4017124570770989,0.7844728334782712,-20.3055112995650496,0.8818921214322645,https://bscscan.com/token/0xa8c2b8eec3d368c0253ad3dae65a5f2bbb89c929
automata-network,225,ATA,Automata Network,562600979.2500000000000000,,62766814.9831454986058909,5677279.9866380898946549,0.1115654207833402,-23.6650485180819385,0.1286921209145822,https://etherscan.io/token/0xA2120b9e674d3fC3875f415A7DF52e382F141225
perpetual-protocol,226,PERP,Perpetual Protocol,66002156.9500000000000000,,62462473.8885976093037592,12475262.8678122298786576,0.9463701911426337,-23.7000594461842063,1.1102265109632120,https://etherscan.io/token/0xbc396689893d065f41bc2c6ecbee5e0085233447
omg,227,OMG,OMG Network,140245398.2451327700000000,140245399.0000000000000000,62197234.1228956649753469,11320333.7092088892506318,0.4434885914344375,-21.6535823746486391,0.5089158462963187,https://etherscan.io/token/OmiseGo
ampleforth-governance-token,228,FORTH,Ampleforth Governance Token,14263553.1538015100000000,,61348156.0939425686356322,6163979.8112472558557652,4.3010430453362955,-19.4607551189429288,4.8687623204382118,https://etherscan.io/token/0x77fba179c79de5b7653f68b5039af940ada60ce0
function-x,229,FX,Function X,408520357.0000000000000000,1893022625.0000000000000000,61318197.6307822820632377,302907.1712791685926455,0.1500982670265861,-15.2582909881074218,0.1631094180887955,https://etherscan.io/token/0x8c15ef5b4b21951d50e53e4fbda8298ffad25057
aavegotchi,230,GHST,Aavegotchi,52747801.2140684900000000,,61183171.5449840705120975,11080432.3445531637194456,1.1599188996842159,-18.7842750842749237,1.3122742791489699,https://etherscan.io/token/0x3F382DbD960E3a9bbCeaE22651E88158d2791550
aergo,231,AERGO,Aergo,466666663.7689212000000000,500000000.0000000000000000,59876992.4216668800418566,6148321.5934114883244562,0.1283078417002936,-14.0273476762962290,0.1415357401017112,https://etherscan.io/token/0x91af0fbb28aba7e31403cb457106ce79397fd4e6
litentry,232,LIT,Litentry,66447411.0000000000000000,100000000.0000000000000000,59692467.7542847105987047,7236186.3196748888768031,0.8983415133252477,-23.5608949686168172,1.0355325035870879,https://etherscan.io/token/0xb59490ab09a0f526cc7305822ac65f2ab12f9723
verasity,233,VRA,Verasity,9844270142.0000000000000000,100249906818.0000000000000000,59637792.3515765292932436,30475286.1687191012000848,0.0060581222875158,-13.1912273915582710,0.0069210321433754,https://etherscan.io/token/0xf411903cbc70a74d22900a5de66a2dda66507255
elastos,234,ELA,Elastos,22397121.0000000000000000,28219999.0000000000000000,59491539.3832365680579151,101682.7587218564721476,2.6562136885020431,-13.2775046676049699,2.8733529335287357,https://blockchain.elastos.org/
enzyme,235,MLN,Enzyme,2667179.3130797700000000,2669203.3819035200000000,58951505.4729315342355130,23765792.6783202365488066,22.1025655020024567,-18.8124184382977038,26.6440951942644750,https://etherscan.io/token/0xec67005c4E498Ec7f55E092bd1d35cbC47C91892
dego-finance,236,DEGO,Dego Finance,20997212.6326706900000000,21000000.0000000000000000,58703949.7510355663493301,40949458.7174518009246837,2.7957972697621274,-14.0632706295534698,3.0486005075041403,https://etherscan.io/token/0x88ef27e69108b2633f8e1c184cc37940a075cc02
contentos,237,COS,Contentos,5176458774.0000000000000000,,58574813.2408948094359524,7727890.4027977812040545,0.0113156147471126,-21.8119189104306327,0.0124057063113792,https://explorer.binance.org/asset/COS-2E4
hackenai,238,HAI,Hacken Token,844942758.0000000000000000,1000000000.0000000000000000,57970682.5107179576555628,1007448.9980259955084485,0.0686090057129266,2.4387337344534836,0.0709303981880996,https://etherscan.io/token/0x05Fb86775Fd5c16290f1E838F5caaa7342bD9a63
props,239,PROPS,Props Token,513363582.6238613000000000,1000000000.0000000000000000,57758216.3475679016957406,252255.1759036526187224,0.1125093760105828,-10.3563525063280603,0.1193566097830433,https://etherscan.io/token/0x6fe56c0bcdd471359019fcbc48863d6c3e9d4f41
idex,240,IDEX,IDEX,807488993.0400000000000000,,56929789.1487389575387525,51897559.0737172601322440,0.0705022478813143,-25.7245797443205371,0.0887400044379591,https://etherscan.io/token/0xb705268213d593b8fd88d3fdeff93aff5cbdcfae
alchemix,241,ALCX,Alchemix,2357098.6101412500000000,,55266061.5372009340219283,829052.7694042371104670,23.4466480525772721,-17.9994270820326742,25.6950982074519082,https://etherscan.io/token/0xdbdb4d16eda451d0503b854cf79d55697f90c8df
assemble-protocol,242,ASM,Assemble AI,1500000000.0000000000000000,,52261637.8065067500000000,3456977.1247929955629859,0.0348410918710045,-20.3100082798337857,0.0398854894083657,https://etherscan.io/token/0x2565ae0385659badcada1031db704442e1b69982
streamr,243,DATA,Streamr,1080603853.0000000000000000,,51117433.5614381431863101,3899079.5566399290860387,0.0473045079559217,-17.6556924573611195,0.0540698731700931,https://etherscan.io/token/0x0cf0ee63788a0849fe5297f3407f701e122cc023
ultra,244,UOS,Ultra,399308546.4021000000000000,,50798203.4953593157055002,1102879.0144795807970954,0.1272154176339767,-2.2036962975350668,0.1202888480507304,https://etherscan.io/token/0xd13c7342e1ef687c5ad21b27c2b65d772cab5c8c
funtoken,245,FUN,FUNToken,10843201660.3980260000000000,,50243438.9373051740104983,4805536.1378750454915342,0.0046336350195170,-15.0840898187327593,0.0050908321777644,
energy-web-token,246,EWT,Energy Web Token,30062138.0000000000000000,,49843280.3085823354410462,885201.2081577017310565,1.6580084992152699,-17.1541511568260291,1.8085950177270734,https://explorer.energyweb.org/
wanchain,247,WAN,Wanchain,198415921.3467114300000000,210000000.0000000000000000,49814387.2062407541190189,2270608.7945666475368858,0.2510604333973544,-16.6373724003910046,0.2754499434909031,https://explorer.wanchain.org/
nuls,248,NULS,NULS,110811157.8225507400000000,210000000.0000000000000000,49709073.8706902356314150,5498577.9840250030862428,0.4485926764730017,-15.8664635358493924,0.4949013672263973,https://etherscan.io/token/0xb91318f35bdb262e9423bc7c7c2a3a93dd93c92c
polkastarter,249,POLS,Polkastarter,99209631.9400000300000000,,49117807.5653447998493169,891045.9612005993656316,0.4950911177157703,-11.8531472815495618,0.5301249909340001,https://etherscan.io/token/0x83e6f1e41cdd28eaceb20cb649155049fac3d5aa
bella-protocol,250,BEL,Bella Protocol,72274376.0000000000000000,,47579828.0846134239618264,7040998.6122063264781072,0.6583222259105139,-24.7057829606545194,0.7306939397389766,https://etherscan.io/token/0xa91ac63d040deb1b7a5e4d4134ad23eb0ba07e14
taraxa,251,TARA,Taraxa,4972579018.0000000000000000,12000000000.0000000000000000,46333083.7011170381831952,391272.4706090823305555,0.0093177169298664,-12.0600436113275411,0.0099634298373815,https://etherscan.io/token/0xf001937650bb4f62b57521824b2c20f5b91bea05
aleph-im,252,ALEPH,Aleph.im,247220482.1448135000000000,,45150262.9979508418987135,326393.5751212303718648,0.1826315627501419,-11.0597033888122119,0.1953816917663408,https://etherscan.io/token/0x27702a26126e0b3702af63ee09ac4d1a084ef628
ren,253,REN,Ren,999330480.3618875000000000,,44220009.2493128182020776,7856951.4752561446914036,0.0442496352490914,-6.3697987339727567,0.0485031220951930,https://etherscan.io/token/0x408e41876cccdc0f92210600ef50372656052a38
troy,254,TROY,TROY,8625000000.0000000000000000,,43117661.9111176125000000,110744957.0445103609118409,0.0049991492070861,14.8851093814599481,0.0046459576289562,https://explorer.binance.org/asset/TROY-9B8
linear,255,LINA,Linear Finance,7294292416.5862570000000000,10000000000.0000000000000000,42718695.9025280340624915,7806296.1643703456705665,0.0058564550833459,-26.1411771150054888,0.0067067370249487,https://etherscan.io/token/0x3e9bc21c9b189c09df3ef1b824798658d5011937
tomochain,256,VIC,Viction,96830754.0000000000000000,,42569883.0016984145386152,2431725.5007730094948434,0.4396318446688788,-17.9053502543468281,0.4807248133277627,https://etherscan.io/token/0x8b353021189375591723e7384262f45709a3c3dc
komodo,257,KMD,Komodo,135953876.0000000000000000,,42204214.1082530909389704,2091398.9814626258292743,0.3104303852892954,-20.1484562729841615,0.3599636394498751,https://kmdexplorer.io/
hathor,258,HTR,Hathor,459160801.2700000000000000,,42029809.9331635579558764,715531.4050173311613126,0.0915361455440287,-14.4961317473031208,0.1005554106779163,https://explorer.hathor.network/
klever,259,KLV,Klever Coin,8880780406.6548200000000000,,40648301.1406840135554821,478579.6598451240080874,0.0045771091367403,-21.7392320844220273,0.0052469331007718,https://tronscan.org/#/token20/TVj7RNVHy6thbM7BWdSe9G6gXwKhjhdNZS
stafi,260,FIS,StaFi,104598941.0000000000000000,,40447611.4830128323639988,3774529.5120540070314006,0.3866923612832068,-19.9507264830163902,0.4441986484983039,https://etherscan.io/token/0xef3a930e1ffffacd2fc13434ac81bd278b0ecc8d
kin,261,KIN,Kin,2757861681637.1700000000000000,2757861681637.1700000000000000,40430500.0825252091610077,228383.1601977704196600,0.0000146600898630,-18.7530189579959281,0.0000156832001955,https://etherscan.io/token/0x818fc6c2ec5986bc6e2cbf00939d90556ab12ce5
parsiq,262,PRQ,PARSIQ,305256872.0000000000000000,500000000.0000000000000000,39873085.8174303264560320,940941.3119764823858345,0.1306214191221560,-6.3012044702944798,0.1362124419878926,https://etherscan.io/token/0x362bc847A3a9637d3af6624EeC853618a43ed7D2#balances
persistence,263,XPRT,Persistence One,213368953.4000000000000000,,39868522.2891896364968543,418983.4253947445615601,0.1868524996438851,-6.1318012088126895,0.1926137071590278,https://explorer.persistence.one/
tranchess,264,CHESS,Tranchess,194688641.0000000000000000,300000000.0000000000000000,39347907.7925917822817482,13000220.4063560896795753,0.2021068491232202,-23.7705025661206276,0.2212326741196465,https://bscscan.com/token/0x20de22029ab63cf9A7Cf5fEB2b737Ca1eE4c82A6
dforce,265,DF,dForce,999926146.6275177000000000,,39179752.6937035306853871,2439344.9403523717074841,0.0391826464642877,-18.6802604980378068,0.0432477872377511,https://etherscan.io/token/0x431ad2ff6a9c365805ebad47ee021148d6f7dbe0
bonfida,266,FIDA,Bonfida,133063630.6529774000000000,,38603932.5728876367491437,49516879.0313641727436424,0.2901163329412269,-22.9881002103776034,0.3448246822352360,https://explorer.solana.com/
proton,267,XPR,XPR Network,26952560190.7780000000000000,,37075227.3628379269786511,1055660.2947051202492239,0.0013755734928485,-14.9641347010204415,0.0014827868382378,https://etherscan.io/token/0xd7efb00d12c2c13131fd319336fdf952525da2af
utrust,268,UTK,xMoney,704112145.0000000000000000,1000000000.0000000000000000,36270291.4963193319063505,3909418.3052684265192886,0.0515120947051969,-23.0881048529059447,0.0606776836629234,https://etherscan.io/token/0x70a72833d6bf7f508c8224ce59ea1ef3d0ea3a38
